district_id,district_name,state_name,current_coverage,sarath_coverage,proposed_coverage,current_sensors,sarath_sensors,proposed_sensors
59,Uttar Pradesh_District_59,Uttar Pradesh,11.106187818388982,51.159432362601834,62.60185554112726,2,6,5
60,Uttar Pradesh_District_60,Uttar Pradesh,36.31126553044713,54.32471014369566,69.1357741524491,4,6,10
61,Uttar Pradesh_District_61,Uttar Pradesh,27.710822480259235,42.55272554246184,73.98787672587731,2,5,10
62,Uttar Pradesh_District_62,Uttar Pradesh,2.500034320228277,40.35350344802979,92.87962495969532,3,3,10
63,Uttar Pradesh_District_63,Uttar Pradesh,23.635845358198857,45.173527684362185,60.540774911480646,0,4,6
64,Uttar Pradesh_District_64,Uttar Pradesh,39.49992611503299,33.021531408273184,74.64698711242175,1,5,9
65,Uttar Pradesh_District_65,Uttar Pradesh,36.941956152061294,64.32867816543903,74.6691818731515,1,7,11
66,Uttar Pradesh_District_66,Uttar Pradesh,20.80191406950655,31.63947992261078,78.45197867927864,1,4,10
67,Uttar Pradesh_District_67,Uttar Pradesh,30.836131001199156,68.6405369635609,66.97283843964962,3,4,6
68,Uttar Pradesh_District_68,Uttar Pradesh,31.462633575299606,46.32869723268312,75.87375419903344,0,7,9
69,Uttar Pradesh_District_69,Uttar Pradesh,32.142852148726924,44.69688913554184,89.34257262958717,0,4,8
70,Uttar Pradesh_District_70,Uttar Pradesh,24.93163213764116,38.79743886604476,85.2649068647343,2,6,6
71,Uttar Pradesh_District_71,Uttar Pradesh,0.8773646431005089,36.30495102788907,75.72297507703576,0,4,11
72,Uttar Pradesh_District_72,Uttar Pradesh,39.37342593574967,44.17035930075738,68.58115863156013,3,3,6
73,Uttar Pradesh_District_73,Uttar Pradesh,18.012539164933713,35.70088334070204,87.04390365878274,1,3,6
74,Uttar Pradesh_District_74,Uttar Pradesh,5.264462256944995,36.3988354483961,87.00631351178527,0,7,8
75,Uttar Pradesh_District_75,Uttar Pradesh,2.651233045796788,66.03830693098135,64.23132338321065,3,2,11
76,Maharashtra_District_1,Maharashtra,20.79901907512983,42.6043083500106,64.13094975264828,3,7,6
77,Maharashtra_District_2,Maharashtra,15.673782485695096,44.53530289835561,60.2668760360364,1,2,5
78,Maharashtra_District_3,Maharashtra,36.02768735515829,29.590848973395616,76.1375692607764,1,5,11
79,Maharashtra_District_4,Maharashtra,14.044112412602763,61.637624420358115,66.35598052214085,0,2,9
80,Maharashtra_District_5,Maharashtra,19.8323907831872,57.521461413274984,90.0180354279808,4,3,5
81,Maharashtra_District_6,Maharashtra,32.893987365672665,28.316427240674795,82.17102171788227,1,6,8
82,Maharashtra_District_7,Maharashtra,23.927438712992206,38.46766086083494,77.708561757103,3,4,6
83,Maharashtra_District_8,Maharashtra,26.353634744096105,39.1390274495792,95.96687028662274,0,2,5
84,Maharashtra_District_9,Maharashtra,4.1417620866321725,48.99525936031155,70.08786084222469,4,7,6
85,Maharashtra_District_10,Maharashtra,20.226812959516298,44.67265975248586,91.35860013170497,3,4,7
86,Maharashtra_District_11,Maharashtra,24.954634146755907,24.241576518156247,90.8256973773417,0,6,7
87,Maharashtra_District_12,Maharashtra,30.561482233039186,38.45819223837982,91.12014618882384,2,7,5
88,Maharashtra_District_13,Maharashtra,27.241083378991156,36.320410105631055,81.1335435898522,1,6,9
89,Maharashtra_District_14,Maharashtra,13.29965510034354,42.263805842931866,85.13305635897652,1,6,9
90,Maharashtra_District_15,Maharashtra,24.10916968757043,47.766740324988746,68.35956252532557,0,3,8
91,Maharashtra_District_16,Maharashtra,11.365589444219877,59.66540692081333,87.48191517960746,1,7,9
92,Maharashtra_District_17,Maharashtra,27.499913606438326,50.5142977085713,77.4271824244289,2,4,7
93,Maharashtra_District_18,Maharashtra,6.537601436070655,20.825164789043747,84.99218307811384,1,2,11
94,Maharashtra_District_19,Maharashtra,4.3938037031085475,57.68436963085296,83.03091699597137,3,7,7
95,Maharashtra_District_20,Maharashtra,35.46457548490987,51.58160173133681,73.45830085607521,2,4,11
96,Maharashtra_District_21,Maharashtra,2.8304122923125385,25.868222971001806,93.76535274643345,3,4,7
97,Maharashtra_District_22,Maharashtra,1.028114180229327,58.61786927275366,73.94417965348872,2,6,6
98,Maharashtra_District_23,Maharashtra,14.33869898306558,68.55228223830377,80.02834720195919,4,4,10
99,Maharashtra_District_24,Maharashtra,11.947739777968405,30.11472266611419,70.30992240590389,0,5,9
100,Maharashtra_District_25,Maharashtra,34.41636726204439,69.73450535530483,71.49076744277791,4,4,6
101,Maharashtra_District_26,Maharashtra,38.79894484609891,22.97632462280093,72.05660177623552,2,7,7
102,Maharashtra_District_27,Maharashtra,38.509373016424114,61.30137280779761,62.19888741886321,3,6,11
103,Maharashtra_District_28,Maharashtra,10.821156268423554,37.656801299706736,72.55761687920386,1,4,8
104,Maharashtra_District_29,Maharashtra,7.523688294793351,32.93231756929313,88.31999615360405,0,7,6
105,Maharashtra_District_30,Maharashtra,20.828449382690888,57.10547996028939,72.64115393054155,1,2,10
106,Maharashtra_District_31,Maharashtra,32.72583260435103,61.339931250271775,99.32034416725214,2,4,9
107,Maharashtra_District_32,Maharashtra,11.35045657037541,59.045874968687684,80.9760873562146,0,3,6
108,Maharashtra_District_33,Maharashtra,12.522055459040612,26.81819845295266,89.15768359619571,4,4,8
109,Maharashtra_District_34,Maharashtra,1.9593271477695051,45.63347892052794,70.58660684792011,2,2,6
110,Maharashtra_District_35,Maharashtra,9.377057113331709,57.37224594680052,60.40595927812284,4,7,6
111,Maharashtra_District_36,Maharashtra,8.325495559996753,58.040658983758455,92.57466515400893,4,7,5
112,Bihar_District_1,Bihar,35.02807145524619,65.84610360102313,99.53358472914846,4,7,6
113,Bihar_District_2,Bihar,38.09307161074776,63.52050221018746,65.33946211330456,4,4,9
114,Bihar_District_3,Bihar,1.4851922641283144,65.96574405377962,72.81364677571098,1,2,10
115,Bihar_District_4,Bihar,1.1741586241631197,21.683010157704402,74.41611721228605,2,7,6
116,Bihar_District_5,Bihar,31.736838752233734,56.04035643953531,98.96957649948061,3,3,5
117,Bihar_District_6,Bihar,7.2988288254028655,26.04472733423345,93.37936011835001,3,5,6
118,Bihar_District_7,Bihar,13.176097632049078,50.00546720880199,63.29015547649114,0,6,11
119,Bihar_District_8,Bihar,32.14499043996496,45.99988995869457,83.74304125313887,0,7,10
120,Bihar_District_9,Bihar,19.33045276842354,25.21596393112253,90.31473425258585,0,5,6
121,Bihar_District_10,Bihar,27.41028694005973,28.75878476326063,69.66462150409808,4,7,6
122,Bihar_District_11,Bihar,2.3043757700587797,37.74855611870828,97.04122306469421,2,5,10
123,Bihar_District_12,Bihar,19.861106094741857,38.740323526959806,79.46479747233663,2,4,11
124,Bihar_District_13,Bihar,36.33929820805066,25.557091688524395,73.26141585737706,0,6,10
125,Bihar_District_14,Bihar,39.042545623905994,50.2607725708674,99.84996552874803,1,2,8
126,Bihar_District_15,Bihar,36.11002756750104,54.74026183861314,64.44246456389996,3,3,8
127,Bihar_District_16,Bihar,8.181268228253442,36.023900216985794,80.3251371265747,3,2,11
128,Bihar_District_17,Bihar,25.728518053982,40.23702503193882,75.74887186916854,3,2,8
129,Bihar_District_18,Bihar,11.28651361919112,36.14111882768954,65.92658741628848,0,4,9
130,Bihar_District_19,Bihar,39.9257269174569,52.96842990490111,97.29249053265863,0,5,8
131,Bihar_District_20,Bihar,25.97697908538159,23.777588148932903,95.0183902026809,4,2,5
132,Bihar_District_21,Bihar,23.889785112705187,49.55022082459142,69.95194731414591,2,7,11
133,Bihar_District_22,Bihar,29.401969216875358,65.92475577269792,95.90436993190471,4,5,9
134,Bihar_District_23,Bihar,12.355671880506826,51.69172745590207,98.12476995175066,1,7,6
135,Bihar_District_24,Bihar,16.39709433387545,47.96739829665285,69.38359608503092,2,6,7
136,Bihar_District_25,Bihar,9.454503802860511,51.75648833514167,73.32155875712269,0,4,7
137,Bihar_District_26,Bihar,18.445272175627014,20.630075256316843,93.42164350262294,2,7,6
138,Bihar_District_27,Bihar,30.76882250435938,32.128251348152375,63.11740000952363,2,3,8
139,Bihar_District_28,Bihar,13.076302624332863,41.11243169915994,65.41777431509426,1,4,5
140,Bihar_District_29,Bihar,23.536635018577066,45.8691679689524,89.59959155313457,0,3,5
141,Bihar_District_30,Bihar,11.2529047422877,40.33054218800092,67.03622799097535,1,4,5
142,Bihar_District_31,Bihar,15.303828934162649,51.169117397991464,71.06336635543938,0,6,6
143,Bihar_District_32,Bihar,16.193184777073967,66.60069907336339,61.5354883601165,3,4,10
144,Bihar_District_33,Bihar,23.998903220012675,64.27372452314525,82.8475465735076,1,3,6
145,Bihar_District_34,Bihar,30.30385271921137,58.88215684511721,75.78001582167602,2,4,10
146,Bihar_District_35,Bihar,34.37162698801303,68.4196244579992,89.59280869829979,0,4,10
147,Bihar_District_36,Bihar,24.536181262500342,35.86548776033217,88.61285601212987,0,7,10
148,Bihar_District_37,Bihar,9.118008074483189,36.635580916668204,74.71814736921624,4,5,6
149,Bihar_District_38,Bihar,21.366256825512174,55.40804610772312,95.30868407817962,0,6,11
150,West Bengal_District_1,West Bengal,20.926990022560524,30.898864352861914,69.87813952894882,2,3,9
151,West Bengal_District_2,West Bengal,25.373115687868882,69.21886796205915,70.21948296868179,1,3,8
152,West Bengal_District_3,West Bengal,17.358952484378968,27.038113505330834,64.31444550659833,1,5,6
153,West Bengal_District_4,West Bengal,19.189166019231507,57.385294225692284,69.34221738998522,0,5,5
154,West Bengal_District_5,West Bengal,10.876728395091867,35.770498828452,64.67240913320387,4,5,5
155,West Bengal_District_6,West Bengal,11.91511208001016,28.79772949097053,85.62358589761281,2,2,7
156,West Bengal_District_7,West Bengal,15.548166009346387,21.511246655115748,81.55423195679586,2,4,9
157,West Bengal_District_8,West Bengal,24.428112768250664,62.72502248784645,65.56878624688214,2,4,9
158,West Bengal_District_9,West Bengal,14.859186227335712,31.836944463160865,72.45034903949286,3,5,6
159,West Bengal_District_10,West Bengal,0.7657231624353056,51.12776412870655,70.76095525093555,3,2,6
160,West Bengal_District_11,West Bengal,4.81069880141169,23.371216029968387,69.4490010220456,2,6,6
161,West Bengal_District_12,West Bengal,17.414765433668418,20.79582026044337,61.63605576669657,4,6,6
162,West Bengal_District_13,West Bengal,23.88595099114555,61.49562122241146,91.0472978154464,1,5,5
163,West Bengal_District_14,West Bengal,6.037684534424503,33.224039383516,75.76034047270262,2,3,9
164,West Bengal_District_15,West Bengal,20.0302031145007,55.44027220583415,78.92431427145837,4,3,5
165,West Bengal_District_16,West Bengal,10.8661648919365,40.90376939348063,71.46508870969976,3,7,9
166,West Bengal_District_17,West Bengal,36.26934179400928,51.922255098742845,94.62442627399561,0,7,7
167,West Bengal_District_18,West Bengal,13.540670422123679,36.23711574306358,68.10391689713914,1,6,10
168,West Bengal_District_19,West Bengal,25.09201569045262,42.292136468923545,66.80957265435016,3,3,7
169,West Bengal_District_20,West Bengal,33.89989023076667,43.969794202888046,79.42890187418985,2,6,11
170,West Bengal_District_21,West Bengal,15.804987717737614,47.107424550343055,68.19113965638657,3,4,9
171,West Bengal_District_22,West Bengal,12.500255529111728,57.77201014972229,63.793466787735994,2,4,11
172,West Bengal_District_23,West Bengal,7.030371063701106,54.40007906226996,73.78486237328106,0,3,11
173,Madhya Pradesh_District_1,Madhya Pradesh,7.515747924286735,39.61552647284681,94.65558351709714,3,4,7
174,Madhya Pradesh_District_2,Madhya Pradesh,22.381204816700304,66.29504457694878,90.73860565966996,4,4,9
175,Madhya Pradesh_District_3,Madhya Pradesh,3.4178331058337807,37.977232427844946,86.83169405514299,1,2,9
176,Madhya Pradesh_District_4,Madhya Pradesh,28.817809506682583,60.722910856408504,97.40506297913535,4,3,8
177,Madhya Pradesh_District_5,Madhya Pradesh,33.183139596804956,28.104558305766375,82.67509446856266,4,4,7
178,Madhya Pradesh_District_6,Madhya Pradesh,7.452947094159326,48.24324172465283,92.3867798601641,1,5,7
179,Madhya Pradesh_District_7,Madhya Pradesh,22.07531972875934,55.26270853160991,87.12237280742505,0,6,11
180,Madhya Pradesh_District_8,Madhya Pradesh,14.43468434641018,31.84869541571434,99.95583553135626,3,3,10
181,Madhya Pradesh_District_9,Madhya Pradesh,31.063773983676413,22.439119913374515,98.08003095752545,0,2,7
182,Madhya Pradesh_District_10,Madhya Pradesh,16.985477085435264,53.44097883101117,82.99243736845315,2,3,9
183,Madhya Pradesh_District_11,Madhya Pradesh,23.88158571731926,43.69524044632074,69.64865480363777,2,6,9
184,Madhya Pradesh_District_12,Madhya Pradesh,20.90219069009562,64.67275719911552,72.18486407325985,1,2,11
185,Madhya Pradesh_District_13,Madhya Pradesh,4.133977061509424,26.320990658265373,76.2487459042216,0,7,6
186,Madhya Pradesh_District_14,Madhya Pradesh,34.98778197196424,39.28475618172668,72.65316664121556,3,2,7
187,Madhya Pradesh_District_15,Madhya Pradesh,34.709835714329316,67.97106348660338,90.06441047226531,1,2,8
188,Madhya Pradesh_District_16,Madhya Pradesh,29.341899119392004,36.90762439406191,78.38708607068415,1,5,7
189,Madhya Pradesh_District_17,Madhya Pradesh,32.96971166646644,22.325052524913733,71.86189801240306,2,7,6
190,Madhya Pradesh_District_18,Madhya Pradesh,34.56741805183484,52.478476984985235,88.62529821650654,4,2,6
191,Madhya Pradesh_District_19,Madhya Pradesh,34.08403434576104,32.276271498722465,93.04219824931715,4,7,10
192,Madhya Pradesh_District_20,Madhya Pradesh,26.679487689872676,69.86742958791338,82.28525997369968,2,5,11
193,Madhya Pradesh_District_21,Madhya Pradesh,20.9235888061625,53.45142775372922,99.66239778321832,0,3,11
194,Madhya Pradesh_District_22,Madhya Pradesh,14.866695314134923,26.763798031499007,60.77551027978799,1,2,9
195,Madhya Pradesh_District_23,Madhya Pradesh,14.067928090851826,40.41820731634557,84.10600033635296,4,5,7
196,Madhya Pradesh_District_24,Madhya Pradesh,2.0542150305651186,61.60633174174582,95.83673273810656,1,2,5
197,Madhya Pradesh_District_25,Madhya Pradesh,32.61335717494644,63.03131216176103,96.06922820749215,3,5,8
198,Madhya Pradesh_District_26,Madhya Pradesh,37.66945320997714,24.320799159240902,97.02776621251544,0,6,10
199,Madhya Pradesh_District_27,Madhya Pradesh,15.155255388078448,68.70052500375222,70.83799880654891,1,5,8
200,Madhya Pradesh_District_28,Madhya Pradesh,36.173427577493506,59.403982852229035,96.89807885816643,1,2,10
201,Madhya Pradesh_District_29,Madhya Pradesh,11.635465568162896,30.119034214166504,68.1740310189462,1,2,8
202,Madhya Pradesh_District_30,Madhya Pradesh,24.969983093809596,51.54809020225875,73.84020500671953,2,2,7
203,Madhya Pradesh_District_31,Madhya Pradesh,25.04334569297908,64.41333108427884,65.14770028218152,1,5,11
204,Madhya Pradesh_District_32,Madhya Pradesh,32.448007109340764,57.05711258925681,90.91698289856848,3,2,9
205,Madhya Pradesh_District_33,Madhya Pradesh,3.406616690245534,66.6881346488498,68.61869367675993,0,6,9
206,Madhya Pradesh_District_34,Madhya Pradesh,31.112406525025648,20.78870804824338,65.36811731058202,0,5,10
207,Madhya Pradesh_District_35,Madhya Pradesh,10.170112970235682,67.50543644174574,87.72016816210825,0,3,9
208,Madhya Pradesh_District_36,Madhya Pradesh,38.18502721155789,53.78179329548512,62.26265731050505,4,3,10
209,Madhya Pradesh_District_37,Madhya Pradesh,13.832820328299329,31.464363797570044,73.56452186145367,3,6,5
210,Madhya Pradesh_District_38,Madhya Pradesh,28.773891083030275,21.02331185806614,95.17465096260065,4,7,7
211,Madhya Pradesh_District_39,Madhya Pradesh,23.706555397794943,55.07703264780692,81.32255269110905,4,2,5
212,Madhya Pradesh_District_40,Madhya Pradesh,37.1846053707387,54.22398977245207,61.75367089956899,0,5,6
213,Madhya Pradesh_District_41,Madhya Pradesh,35.557744759690664,45.77394928407358,98.53671238098656,3,7,5
214,Madhya Pradesh_District_42,Madhya Pradesh,8.4481691092757,43.953267004799244,71.55666142590962,4,7,6
215,Madhya Pradesh_District_43,Madhya Pradesh,0.9712250686905444,69.02008744398904,98.89882033767795,2,6,10
216,Madhya Pradesh_District_44,Madhya Pradesh,39.11315630029789,47.46427386458619,88.67876249561698,3,4,8
217,Madhya Pradesh_District_45,Madhya Pradesh,26.958566262279426,49.4921528097821,92.85565601532792,3,3,7
218,Madhya Pradesh_District_46,Madhya Pradesh,3.6165183897051367,39.224805293214516,62.22935395816721,0,3,7
219,Madhya Pradesh_District_47,Madhya Pradesh,38.25632002523734,60.78200035543738,75.56120393168248,4,3,10
220,Madhya Pradesh_District_48,Madhya Pradesh,16.522252847835674,65.16838831170969,96.44069963596894,2,5,6
221,Madhya Pradesh_District_49,Madhya Pradesh,35.49392532533497,63.21490476760961,81.71192140993051,1,3,7
222,Madhya Pradesh_District_50,Madhya Pradesh,31.54415432717628,33.09012136166105,69.08484983527443,4,6,10
223,Madhya Pradesh_District_51,Madhya Pradesh,14.546315243021546,35.81713090473323,86.45189107086239,0,2,10
224,Madhya Pradesh_District_52,Madhya Pradesh,33.09166211086889,40.98592201905494,70.98782314266867,0,2,7
225,Tamil Nadu_District_1,Tamil Nadu,24.622527197556362,32.82261643781452,73.88456324427051,3,2,8
226,Tamil Nadu_District_2,Tamil Nadu,12.011043113011436,51.50673923643926,70.8036724962281,0,7,11
227,Tamil Nadu_District_3,Tamil Nadu,26.237160564981387,44.977076124383615,82.12353823988144,1,6,7
228,Tamil Nadu_District_4,Tamil Nadu,34.77509353229216,36.00925200039322,72.38814682672476,3,3,6
229,Tamil Nadu_District_5,Tamil Nadu,38.471385997195036,36.2371014145092,85.21949050592006,2,4,5
230,Tamil Nadu_District_6,Tamil Nadu,13.851132654127563,49.37255982313117,78.18823614724084,2,5,8
231,Tamil Nadu_District_7,Tamil Nadu,14.534905125688127,21.813334449909952,67.14538991373892,2,2,8
232,Tamil Nadu_District_8,Tamil Nadu,17.735790902106366,69.30653421331701,73.11444603438508,2,6,6
233,Tamil Nadu_District_9,Tamil Nadu,29.542524502913913,54.536664419035056,87.83685988836494,4,3,11
234,Tamil Nadu_District_10,Tamil Nadu,8.197137638282527,51.6723226321359,78.27148786249374,2,5,8
235,Tamil Nadu_District_11,Tamil Nadu,31.05095146125595,67.6899178911064,86.27924008502487,4,4,11
236,Tamil Nadu_District_12,Tamil Nadu,29.67763937592137,53.25857275935763,86.84001035030883,2,3,10
237,Tamil Nadu_District_13,Tamil Nadu,17.243815950374717,55.94187195234369,78.4164407759456,0,4,11
238,Tamil Nadu_District_14,Tamil Nadu,12.69502456791287,49.8145210946376,69.67032053518231,4,2,8
239,Tamil Nadu_District_15,Tamil Nadu,36.45696128924782,52.89740806961546,92.85614249100655,3,7,6
240,Tamil Nadu_District_16,Tamil Nadu,39.21413478009859,62.52656421336476,91.22995706623566,2,2,10
241,Tamil Nadu_District_17,Tamil Nadu,24.839854340029227,62.317064022078924,93.87320680128477,0,7,7
242,Tamil Nadu_District_18,Tamil Nadu,34.4871712413954,26.422130838600374,71.24995405924355,0,5,8
243,Tamil Nadu_District_19,Tamil Nadu,19.459514465972386,52.025708545399816,98.43494497437456,0,2,10
244,Tamil Nadu_District_20,Tamil Nadu,31.898794640573232,53.241890612103035,60.93147990676546,4,3,10
245,Tamil Nadu_District_21,Tamil Nadu,0.9316301357993062,35.54371694267704,76.10824037941316,2,6,8
246,Tamil Nadu_District_22,Tamil Nadu,18.017877718190856,29.25074681336624,84.70592956673711,4,7,6
247,Tamil Nadu_District_23,Tamil Nadu,3.720615308260533,62.14039914577591,86.75538210086498,1,3,6
248,Tamil Nadu_District_24,Tamil Nadu,33.35460222481882,65.82847630067525,84.64225031789285,4,4,7
249,Tamil Nadu_District_25,Tamil Nadu,5.20241778393741,21.804794631935184,77.36770319016358,1,5,11
250,Tamil Nadu_District_26,Tamil Nadu,37.12145738944956,28.930705367455765,77.95445512617036,2,2,9
251,Tamil Nadu_District_27,Tamil Nadu,37.40035230314186,48.00969376522921,81.06380795391786,2,2,11
252,Tamil Nadu_District_28,Tamil Nadu,14.534637509479612,34.65695926907284,81.95875931214027,3,3,8
253,Tamil Nadu_District_29,Tamil Nadu,20.570740624266936,63.022159751751275,79.95082714837265,0,3,10
254,Tamil Nadu_District_30,Tamil Nadu,19.706836022197383,27.52288590339512,61.68612831722833,1,2,6
255,Tamil Nadu_District_31,Tamil Nadu,21.99061950953719,48.99279223489327,98.65926038811239,2,5,11
256,Tamil Nadu_District_32,Tamil Nadu,39.479228303382584,64.07065225821768,70.11441650420815,2,5,10
257,Tamil Nadu_District_33,Tamil Nadu,5.501214634243952,56.88201877428176,65.28613945129572,3,6,6
258,Tamil Nadu_District_34,Tamil Nadu,17.86586807880495,69.93621670797714,82.20581703026484,4,3,11
259,Tamil Nadu_District_35,Tamil Nadu,28.652461395642934,40.40134654074443,90.25677037516587,4,4,7
260,Tamil Nadu_District_36,Tamil Nadu,29.88125953938059,64.72451986423849,94.68816657543955,4,6,9
261,Tamil Nadu_District_37,Tamil Nadu,33.207261074280524,59.743704212233425,70.33076417460826,2,2,7
262,Tamil Nadu_District_38,Tamil Nadu,24.06781320105738,40.663670852963406,96.27619075554881,1,5,11
263,Rajasthan_District_1,Rajasthan,2.349955849993308,30.05104872481111,83.68604996740268,4,5,10
